time_start,time_end,geometry,satellite
2023-09-08,2023-09-08,"POLYGON ((82.00593550357542 81.48014250739918, 82.19365869742434 82.78743001515211, 55.388755461546424 82.03514449166472, 36.255998723281834 80.00515292917089, 24.222532737109127 77.29531352056695, 16.451682654530448 74.25204741335058, 11.104962423498895 71.03437050766405, 7.195593347899975 67.71683928925927, 4.187977307438684 64.33726476838356, 1.7760766623613484 60.91639336600904, -0.2248341608765944 57.466408847036206, -1.9318751805746346 53.99488370381612, -3.422567982295422 50.50676318996806, -4.750182944564709 47.005425398765404, -5.952516126662522 43.49327626221654, -7.057158169533668 39.972102591301045, -8.084771640544188 36.44328926968769, -9.051199084515002 32.907957316168684, -9.968860377953925 29.367054055777135, -10.847704842392265 25.82141314971664, -11.695876937407084 22.27179528906113, -12.520202482308084 18.71891633611642, -13.326512397196712 15.163464840041875, -14.119934969396459 11.606116250422138, -14.905097826897364 8.047541369106897, -15.105633940310572 7.134887862455715, -13.832170391861318 6.854095750191203, -12.560284964594334 6.569969721918834, -12.354856832643172 7.482268276477463, -11.544037746785591 11.03887191177332, -10.714092570222252 14.59324596856987, -9.859702416596624 18.144598546759163, -8.97480274680422 21.692090795073852, -8.05233427580175 25.234820282076615, -7.083905000342088 28.77179673363023, -6.059365915157321 32.301907655802964, -4.966218766031967 35.82386911115068, -3.7887982159363034 39.336154717662296, -2.5071131764223717 42.836892478647464, -1.0951691122273117 46.323712200092245, 0.4815179234391309 49.79351544599367, 2.269696875482413 53.24212001746061, 4.334269010418983 56.66369450294155, 6.767713023289219 60.04983043338613, 9.705656251304156 63.38795406482779, 13.353157597960895 66.65850445330308, 18.029562376902547 69.82971610383059, 24.243301382597693 72.84759719161644, 32.79891132946138 75.61653375876273, 44.85232807590305 77.96464788958585, 61.470639632988295 79.60379228691603, 81.86788363457893 80.1732008335247, 82.00593550357542 81.48014250739918))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((57.29539691167431 81.47864038059227, 57.5647531865796 82.78566339279429, 30.664801508259206 82.06366335257601, 11.370928985459868 80.05191775565923, -0.7697331197234984 77.35101053304686, -8.601367183078539 74.31223829912774, -13.873480901148818 71.17591191634969, -10.288194901146055 70.60291841540656, -6.9129744544633835 69.9638638812923, -0.7929250507626096 72.90330959856229, 7.817765718524517 75.66612380676102, 19.950584739637684 78.00378651180431, 36.65863129883084 79.62581157643739, 57.09728999122267 80.17189290284078, 57.29539691167431 81.47864038059227))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-14.825441524695554 67.22312239427409, -17.973059801366055 67.72293245478399, -20.98198792125709 64.34344834985639, -21.927297092693813 63.08896365462389, -19.229330924432922 62.655818854753626, -16.61432241949646 62.172540640060035, -15.463256807199949 63.39396608049528, -11.81421940634145 66.66436959920121, -14.825441524695554 67.22312239427409))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-29.98802063030688 41.47385589947196, -31.6744685469823 41.784665339635986, -32.739464255792896 38.25962809002561, -32.93102415369938 37.5978636793918, -31.341853879025937 37.29613660964436, -29.766210469034828 36.973419424290604, -29.546964045493585 37.63214212422579, -28.318732928554127 41.13874775211484, -29.98802063030688 41.47385589947196))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-40.91655709186704 -1.8022266629087005, -42.18237428179332 -1.5195894834267378, -42.97313596578813 -5.07682440642746, -43.77510021368222 -8.632063278330374, -44.592760138986065 -12.184579665248936, -45.43103274837162 -15.733622455323323, -46.295432128514534 -19.278406779757443, -47.19228209599874 -22.81810093791203, -48.12898588809075 -26.35180751841267, -48.975415113371575 -29.393359485775502, -47.513656281589775 -29.703179804330457, -46.0427769328964 -29.996912380425613, -45.28050664472098 -26.94680423283645, -44.426556733683995 -23.404908561741347, -43.59816330636052 -19.85860346806562, -42.78927190536919 -16.308554007011843, -41.99460019865892 -12.75541350258404, -41.209418023542185 -9.199833394242765, -40.42937042353307 -5.64246988847907, -39.650329115293104 -2.0839886289426723, -40.91655709186704 -1.8022266629087005))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((31.7230573362595 81.47996044612049, 31.92252514593172 82.78721587378193, 5.103740664307106 82.03927527540598, -14.052151359539847 80.01189288850853, -26.100963299142844 77.3033301901246, -33.88051277112795 74.26070677907587, -39.232265852180646 71.04338323126481, -43.144711624358294 67.72606393883979, -46.15431448292564 64.34662633123402, -48.56756010081845 60.925849058177945, -49.294343186395295 59.744095405946084, -46.84657362113312 59.344915490450326, -44.45953282856275 58.90111186191684, -43.57461634093502 60.059087199237524, -40.635042493291365 63.39705585338911, -36.98521522775227 66.66738384657201, -32.30538803076798 69.83826129909194, -26.08647280575984 72.85561422129916, -17.52296920302955 75.623674286579, -5.4581620275404745 77.97029216778587, 11.17306713504463 79.60698363411926, 31.57636648874729 80.17304228509578, 31.7230573362595 81.47996044612049))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-51.387399579163926 51.094059534318085, -53.39237906432018 51.43869447643431, -54.75927106624932 47.94061434900291, -55.44962173393372 46.01764808763811, -53.64238441813468 45.69466704848003, -51.857290897075046 45.343630104105614, -51.04199829500117 47.251159172434335, -49.41409078904282 50.71577260539327, -51.387399579163926 51.094059534318085))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-61.30964803712652 19.392987321000934, -62.649884252605986 19.6759343534157, -63.46051239947773 16.121108631288458, -64.25692966290288 12.564204685729575, -65.04388107049328 9.005893910320674, -65.82573516188273 5.446847525134815, -66.60663308132004 1.887741176998529, -67.39062039408965 -1.6707416774157546, -68.18177069041853 -5.227906651518945, -68.98430918558552 -8.783044907478622, -69.80274222120303 -12.335428858453609, -70.64200735484707 -15.88430663236964, -71.50764838191907 -19.42889172124274, -72.40602894901008 -22.96835008679741, -73.34460531233555 -26.501781070064283, -74.33228244173134 -30.02819003534553, -75.37989014707817 -33.54644952065245, -76.50083356223783 -37.05524357644961, -77.71200077547111 -40.55298777016549, -79.03505623542635 -44.0377123763858, -79.0695465335287 -44.12406465317979, -77.29492545620047 -44.47556665690553, -75.4991605877195 -44.79935116978289, -75.46989040585059 -44.71236798390878, -74.3397450204818 -41.20478116820146, -73.29221946490276 -37.688418979006705, -72.31021967412204 -34.16441957815929, -71.38043174446555 -30.633728340601508, -70.49225875481618 -27.09716556883371, -69.63708291227123 -23.555472118623225, -68.80774043527347 -20.009340647700878, -67.99813814529217 -16.459436931486866, -67.20296585563382 -12.906414547118104, -66.41747386540756 -9.350924814587707, -65.6372906421821 -5.793623591236162, -64.85828536640071 -2.2351760815723276, -64.07642575018855 1.3237398167776575, -63.28765452406627 4.882430452492665, -62.48776861884338 8.4401832060449, -61.67228863941334 11.996262181135146, -60.83631221045375 15.549902230381573, -59.974340999411595 19.100300140730802, -61.30964803712652 19.392987321000934))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-92.29986544290243 -67.98216273445314, -95.4456428988138 -67.39579413663566, -96.72924123831882 -68.30150476756275, -93.48375032989217 -68.90928591019072, -90.06377885504136 -69.45212830834626, -88.99875522548713 -68.50564267144352, -92.29986544290243 -67.98216273445314))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((6.423668537499551 81.48029087155594, 6.601225720750006 82.78760452831796, -20.19160629006252 82.0315613587974, -39.30434926169534 79.9993155643218, -51.32455232535293 77.28837328038452, -59.087884459056546 74.24455188498786, -64.43025483815178 71.02656961173896, -68.33696438044235 67.70885521430172, -71.34286277954297 64.32916233311437, -73.75360055203858 60.90820954607814, -75.75368124067134 57.458164986397556, -77.46012851960795 53.98659540480096, -78.95037850550575 50.49844001100607, -80.27765617392392 46.99707401220733, -81.47972808492455 43.48490152540417, -82.58416510971159 39.963708191799086, -83.6116162102906 36.43487813284463, -84.57791435784713 32.89953186490641, -85.49547256733013 29.35861638437696, -86.37423517260041 25.812965139547224, -87.22234297305708 22.26333868701996, -88.04661583846433 18.710452619809285, -88.85288967208221 15.154995826797556, -89.54636606225135 12.048204616137465, -88.25505915400952 11.767311651603398, -86.96653390698212 11.48064736358196, -86.24057100242126 14.58478538193678, -85.38624568532045 18.13614612609841, -84.50142767678021 21.68364862449858, -83.57905807421372 25.226390596096426, -82.61074945843939 28.763382017163, -81.58635763632455 32.29351073393838, -80.49339080384617 35.81549328809973, -79.31619236938016 39.32780397795564, -78.03478327426039 42.82857178344263, -76.62318582052089 46.31542792571297, -75.0469401017961 49.78527605733499, -73.25933228744935 53.23393711694356, -71.19551371222583 56.65558452746389, -68.76309527024425 60.041818667748274, -65.82656202441599 63.380076301753, -62.18107173128004 66.65081896679801, -57.50762585145009 69.82231952194353, -51.29836178941064 72.84065713785944, -42.74957631359103 75.61035124491397, -30.706010193570922 77.95975854227333, -14.098882081264083 79.60102349811604, 6.293094196956775 80.17333004487948, 6.423668537499551 81.48029087155594))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-90.4856613596025 1.7447265339266609, -91.75102266242213 2.0263042018491078, -92.5348157298356 -1.532215489729013, -92.68242981507626 -2.1993159105942475, -91.41596248153509 -2.4822042786771696, -90.14892873285265 -2.7638865446647065, -90.00274729668733 -2.096617499914958, -89.22069719202452 1.4623027008205958, -90.4856613596025 1.7447265339266609))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-18.51614454236339 81.47963425066077, -18.297252854680085 82.78683221967094, -45.13884296519514 82.04608645860976, -64.33302992716956 80.02303087998656, -76.4072776441053 77.31658578674273, -84.20124794327295 74.27502810453903, -89.56134253195168 71.05829031711315, -93.47888665182116 67.74132223772494, -96.49178125823157 64.36211147748062, -98.90727561804415 60.94149222532806, -100.91071592999143 57.491690056578136, -102.61958074656269 54.02030140096709, -104.11163361911593 50.53228800119641, -105.44028447706071 47.03103682305233, -106.64342003466832 43.518959377706175, -107.74869167993339 39.99784607167134, -108.7768037811987 36.46908413140634, -109.74362829457472 32.933796120041244, -110.66160617457166 29.392930372891634, -111.540702063591 25.847321205824283, -112.32789415248577 22.557561189632498, -110.96168908344596 22.27312525538886, -109.60136605421768 21.977361068155552, -108.74473805550039 25.260672109822693, -107.77593830412945 28.797602607533875, -106.75094706943403 32.327658903883254, -105.65724628623816 35.849555589324986, -104.47914375555065 39.36176419156599, -103.1966114361778 42.862409713169704, -101.78360306810163 46.34911761172181, -100.20556084423511 49.81878303320007, -98.415627924752 53.26721413639931, -96.34874139628158 56.68856465055428, -93.9121609206629 60.074400789736316, -90.96987256723202 63.41211085939018, -87.31619242487393 66.6820704213107, -82.63069541036425 69.85239413354252, -76.40320427588796 72.86887177368733, -67.8266232320922 75.63547907720285, -55.74295375927717 77.97961697661339, -39.09036635716737 79.61224432740019, -18.677123805808396 80.17275823883368, -18.51614454236339 81.47963425066077))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-111.50993419810686 20.016313906771412, -112.85541885480455 20.299546399163972, -113.18772191738633 18.85760096690163, -111.85406931334616 18.57499911008096, -110.52509223948175 18.283097776642062, -110.16957673078075 19.72300251732802, -111.50993419810686 20.016313906771412))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-39.905746511228806 81.4497982466527, -39.02601351301166 82.751769329355, -66.52672332475044 82.26335598431682, -87.05155322182347 80.39721923221614, -100.03879289391305 77.76798063692374, -108.35197338665685 74.765049212534, -114.01127874703026 71.56938348462653, -118.1108550631744 68.26496537840112, -121.24078745877483 64.89381431905036, -123.73519914787845 61.478705911395586, -125.79400087049339 58.03287630602178, -127.54303305576974 54.56448610804445, -129.0649886380669 51.07881883449493, -129.80020234987597 49.224166298835286, -127.88276642009232 48.88935706219522, -125.99255642426684 48.5233036685598, -125.11578649659937 50.35970347887711, -123.2873917488751 53.80433635363177, -121.1696702146131 57.22077073901039, -118.66437472259977 60.60005064585495, -115.62665991589759 63.92869318190886, -111.83648588852448 67.18558740926153, -106.94962844183031 70.33619389921742, -100.41705507891795 73.32137329699695, -91.37585600429387 76.03585263585171, -78.62894170589053 78.29099718306044, -61.252008822228404 79.7790747146648, -40.55414725845025 80.14677399072686, -39.905746511228806 81.4497982466527))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-143.41241898205365 -9.898361449606508, -144.69803360918254 -9.61166712346247, -145.07897952111568 -11.266783394257644, -143.78599195467632 -11.554613082214413, -142.49025385061552 -11.8367307207798, -142.12447517135837 -10.180184481693525, -143.41241898205365 -9.898361449606508))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-144.3428561608537 -13.997472931492032, -145.64888854668902 -13.707756850021562, -146.49765291545563 -17.25507098381156, -147.13387893197043 -19.83714419763273, -145.78291225210242 -20.13286125792864, -144.42670545595442 -20.418288825631972, -143.83358709236506 -17.83210942038845, -143.03342336152951 -14.280215402046744, -144.3428561608537 -13.997472931492032))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-146.60150560214507 -23.478236735255518, -147.98503647883996 -23.178347341441107, -148.24924557425578 -24.18769325817584, -146.8546464855788 -24.488989423167837, -145.45323978799087 -24.7774714641658, -145.21155556622685 -23.765912905150632, -146.60150560214507 -23.478236735255518))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-68.6324230702703 81.47884232063754, -68.37250353851994 82.7859008701131, -95.2616396880028 82.06038954308494, -114.53684988742023 80.04652139522084, -126.66505596537445 77.34457458625036, -134.4896250501686 74.30527963453302, -134.57725663563724 74.26197432558358, -130.5172384757718 73.59517939070922, -126.78286227812075 72.85678768837059, -126.68312706483205 72.89687032209154, -118.07882960623643 75.66039591137029, -105.95521747523875 77.9992730215927, -89.25753834761741 79.62328551470931, -68.82358657687402 80.17206871662506, -68.6324230702703 81.47884232063754))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-134.74802221231803 71.45766945699225, -138.46075380483083 72.0540021673691, -142.74677675629607 68.76246141447878, -145.99562763227908 65.39949262134022, -148.56970584243228 61.98993133318223, -150.68410510949957 58.548072160927916, -151.05371283524633 57.87683941981996, -148.72475625598676 57.49302260137957, -146.44754423777442 57.067359128536665, -145.99857158025847 57.727079707775026, -143.42453063201944 61.09980819794723, -140.29095113035402 64.41933807560481, -136.36302749702548 67.66301580527744, -131.27202221819002 70.79352623945161, -134.74802221231803 71.45766945699225))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-161.02557293238036 23.42917257758524, -162.40348422268988 23.714334959089573, -162.84470048978088 21.846452647802682, -161.4853152699501 21.56242521590211, -160.13156757396925 21.267466989746747, -159.65395610583943 23.13202669097175, -161.02557293238036 23.42917257758524))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-169.35793631434012 -13.300155541483484, -170.6599739549604 -13.011004870982699, -171.5038109567639 -16.559128112837474, -172.34787951234574 -19.993850492184404, -170.99551624878924 -20.28974798250883, -169.6378608362265 -20.57526776192376, -168.85023257407263 -17.13517474549579, -168.05268762647634 -13.582695610616788, -169.35793631434012 -13.300155541483484))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-177.42969508370035 -42.9121295918894, -179.15994671561043 -42.56679314942058, -179.71100397563623 -43.97916422008757, -177.940655970399 -44.33006878818279, -176.14935313731326 -44.65339446059245, -175.68022233053387 -43.2312059523329, -177.42969508370035 -42.9121295918894))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-179.18155622495598 -47.54839909764903, -181.05381147521368 -47.18302351221531, -182.2797723326158 -49.831248610445535, -180.3100339745395 -50.21088977563036, -178.30954450281308 -50.55680749545205, -177.2835981610369 -47.882979917010765, -179.18155622495598 -47.54839909764903))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-93.79793102002274 81.47880780858421, -93.53637390223193 82.7858602842801, -120.42739014085008 82.06095808554416, -139.70583815742123 80.0474580171733, -147.3047544570214 78.56182058538172, -142.60683729283235 77.6813661899766, -138.55000785474417 76.73170691315502, -131.12454782961424 78.00005646132259, -114.42506950540853 79.62372423082596, -93.99029941545412 80.17203866932233, -93.79793102002274 81.47880780858421))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((-157.69987474198655 72.65137687200334, -161.60191210726256 73.28465909523395, -166.43256071049728 70.0309006544327, -170.02374561630154 66.69147379653728, -172.82431981844425 63.29761297289595, -175.09517061141153 59.86683850127438, -176.99625626897878 56.40962957441126, -178.63042196225067 52.932604743019354, -179.5117318731601 50.84051194947788, -177.53141773072633 50.49868153348189, -175.58148349540107 50.123867621557146, -174.5253434295917 52.19286969694369, -172.5533753829858 55.62343857342725, -170.24443315398156 59.02148379669861, -167.478211096011 62.375926691748404, -164.07453427585995 65.66974826239725, -159.7552315204583 68.87568053938516, -154.07969802346074 71.94801964736887, -157.69987474198655 72.65137687200334))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((171.51319557490032 13.81891900037662, 170.21137222930324 14.10012214994335, 169.4208894419515 10.542336441063215, 168.63735349534792 6.983525014449334, 168.00401768802345 4.096682885341902, 169.27140654377638 3.8155296071287186, 170.53792453745285 3.532524930812486, 171.18195484076816 6.418660149190659, 171.9880034007871 9.975782058886127, 172.81170089861186 13.530903867845046, 171.51319557490032 13.81891900037662))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((168.4227193808398 -0.0380863738736817, 167.1577481269178 0.2439711805562985, 166.93380598599225 -0.771953403065866, 168.1991133188428 -1.0543319278314303, 169.4646607471387 -1.336198699267507, 169.68769930252773 -0.320125448069064, 168.4227193808398 -0.0380863738736817))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((166.49136441980443 -8.767872423760808, 165.21012022124492 -8.481890236784738, 164.39321843907663 -12.034536315216023, 163.55592378705992 -15.583741156253387, 162.6927514159448 -19.128721566804096, 162.11220509684242 -21.440802427428082, 163.47804352455358 -21.738433405725054, 164.8496689868706 -22.024863421419173, 165.38742367192035 -19.70867017081436, 166.1956066051229 -16.158476935925997, 166.98978095554028 -12.605220183848264, 167.77465762051847 -9.049551424385479, 166.49136441980443 -8.767872423760808))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((160.9583949421784 -31.452941709125152, 159.46994564994432 -31.139713289628467, 159.17178491692363 -32.14429427057797, 160.67663899606964 -32.459627585510944, 162.1921049193097 -32.75700411595554, 162.45688546985835 -31.748908511024325, 160.9583949421784 -31.452941709125152))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((-119.51347496906676 81.48044291309171, -119.3470041467384 82.7877833740629, -134.11348337306023 82.58604117386707, -132.1284895080676 81.30823928026959, -130.65065334443796 80.02319027692405, -119.63589509980292 80.1734624681398, -119.51347496906676 81.48044291309171))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((178.06186570587025 73.10617758995079, 174.0844946101655 73.75508521033458, 169.01390949266272 70.51806341434504, 165.27412121648885 67.18885682372076, 162.3764598287785 63.80170028278489, 160.03920625549074 60.375597939000734, 158.09100066938825 56.92180940769945, 156.4223651068182 53.44739581110675, 154.96037350270367 49.95700297293946, 154.1327097744546 47.78018359120618, 155.9982786225278 47.45102061327771, 157.8390816129997 47.09208995624139, 158.8223458061213 49.24919053352151, 160.57351794898528 52.70146450163804, 162.58934562714376 56.12776684797896, 164.95714835677552 59.520176363845415, 167.80438158178018 62.866918617751026, 171.32276851990545 66.14980188378163, 175.80965507440055 69.33947748804725, 181.73728131148624 72.38642214520551, 178.06186570587025 73.10617758995079))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((147.30891949335174 17.993203933670085, 145.9797452279414 18.275579924722116, 145.17531650655073 14.719854780126925, 144.83502255160442 13.197292754301127, 146.13198960622168 12.916246516752892, 147.4258776564502 12.628848195790775, 147.78256904700729 14.150065216200323, 148.63359459091558 17.701839372721086, 147.30891949335174 17.993203933670085))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((145.41331892575363 9.738733732363539, 144.1306117150782 10.019478596346277, 143.34773283537334 6.4605732220774, 143.29521471883385 6.221279988756682, 144.5664608154264 5.940412325604214, 145.8363435661758 5.6566579091895095, 145.88989613284136 5.895879767929278, 146.69375313434912 9.453231899379393, 145.41331892575363 9.738733732363539))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((143.2377789275686 -0.084062340716013, 141.97280312961811 0.1980088229199036, 141.185926924342 -3.3599351943808187, 140.38991008281081 -6.916226869029587, 139.58041033007004 -10.470149348644519, 138.75273501022878 -14.020964385266085, 137.90168202984913 -17.567904752829293, 137.02134812636254 -21.110163342398465, 136.10488925469815 -24.646877263369127, 135.14421196954575 -28.177105239411976, 134.1295658110258 -31.69979525850524, 133.04899591131303 -35.213738542399405, 132.95114131403875 -35.519811576236066, 134.51721844767047 -35.843085488153534, 136.09608707866076 -36.14594875312905, 136.18179808594604 -35.838546701269365, 137.13491105793676 -32.310924345159286, 138.04166820947555 -28.777053276704407, 138.91154472067305 -25.23770731268876, 139.75233968068707 -21.693598854085955, 140.57061381985835 -18.14540427491413, 141.37201800964007 -14.593781493630932, 142.16154358738447 -11.039381889750432, 142.94371952593687 -7.48285852416368, 143.72277409465346 -3.9248716514487594, 144.50277385554276 -0.3660927203305724, 143.2377789275686 -0.084062340716013))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((162.8445639440202 76.66829619747101, 158.26824996334804 77.48189278339409, 150.29055164119384 74.45394953419917, 144.82432806859197 71.24467391136295, 140.84202777586614 67.9321686219324, 137.7873877165006 64.55583381134089, 135.3436957266114 61.13718523419794, 133.3204521062512 57.68880586780154, 131.59721120822806 54.21849235175077, 130.0944434060527 50.73132195650084, 128.75760914477124 47.23075383022208, 127.5481365027362 43.71924103403335, 126.43789328997158 40.19860262714347, 125.40584448970338 36.670244549221, 124.43588561129414 33.13530171963004, 123.51540911367505 29.594730578092186, 122.63432930287323 26.049370737512255, 121.78440165830972 22.499986651608676, 120.95873553478937 18.94729594745154, 120.15143623290575 15.391988893618949, 119.35733215714681 11.834741739887352, 118.57176770612782 8.27622562123242, 117.79043878190625 4.717111951615979, 117.00923413407516 1.1580777094308357, 116.22411238941304 -2.4001916271114423, 115.43097907130532 -5.956999088963829, 114.6255621584902 -9.511632612530043, 114.62531824154324 -9.512698601536096, 115.9105299367737 -9.799328648696711, 117.19804604703312 -10.081137333655102, 117.19828101568937 -10.080070497925597, 117.97920879172628 -6.5230868477597355, 118.75812216285712 -2.964819602373168, 119.53906604294208 0.5940562012746528, 120.32608309836392 4.15285042693734, 121.12333621742847 7.7108546125889355, 121.93523687239261 11.26733806255611, 122.76658634773888 14.821542204056922, 123.62274345359221 18.37267253216249, 124.50982954735488 21.91988673515256, 125.43498291062913 25.462277461348293, 126.40669159354117 28.998847755261206, 127.43523587732565 32.52847575704817, 128.53329004132536 36.0498643246495, 129.71675818748503 39.56146837678349, 131.0059599960293 43.06138908721735, 132.42735015993773 46.54721739455435, 134.01607005415482 50.0157975367599, 135.81980826150271 53.462863654322916, 137.90492119268734 56.88245043350996, 140.36611970374165 60.26593725366479, 143.34255976930208 63.60040282149491, 147.04502579890539 66.86569571582436, 151.80238240400405 70.02899405250332, 158.13863386359327 73.03434869656655, 166.8809859634003 75.78247001635368, 162.8445639440202 76.66829619747101))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((113.61707194985745 -19.71957837351676, 112.26971023383277 -19.42432862282856, 111.37137633297984 -22.963794165574196, 110.43285704177862 -26.49723353702575, 110.34661114344115 -26.81314967544012, 111.77288357924938 -27.11846232594506, 113.20705873104174 -27.40934880118248, 113.2850862171941 -27.092606247930597, 114.14022463891125 -23.55090664366993, 114.96953811393416 -20.00476988770683, 113.61707194985745 -19.71957837351676))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((144.91341971660563 78.29320829130485, 140.18283490951842 79.2205265300759, 129.73040278179207 76.38232122466702, 122.85403376754884 73.27364549666515, 118.0288002958285 70.01950853619758, 114.44096376085949 66.6798516715599, 111.64258501508122 63.28583924960717, 109.37323937732134 59.854958792964574, 107.47322424149388 56.397672006448985, 105.83984316812519 52.920587548378094, 104.40429031831178 49.42808316403462, 103.11880147263513 45.92318762271328, 101.94917629210236 42.40808598222983, 100.87024455736848 38.8844223752622, 99.8630155810373 35.353488198884044, 98.91282124246813 31.81634322772337, 98.00808663234142 28.273894489392145, 97.13949199570385 24.726948861347502, 96.29934616787682 21.176250647395214, 95.4811659817975 17.622505416487673, 94.6793549748793 14.066396898455851, 93.88895791834526 10.508598384499873, 93.1054668533275 6.949780518297151, 92.42352956042029 3.841321212156931, 93.69057796344684 3.5601232096356075, 94.95681418633961 3.277197929647119, 95.64990659815271 6.38492709002652, 96.45581031236642 9.942064340896971, 97.27931719311522 13.497208720082915, 98.1255582232442 17.049580275358736, 99.00034435016755 20.598356164273174, 99.91040063461124 24.142655655418753, 100.86366717702327 27.681518629888068, 101.86969588236308 31.21387467175547, 102.94017895864224 34.73849941919669, 104.089700510442 38.25395061118739, 105.33676986291592 41.75847630628563, 106.70530945649192 45.24988025240239, 108.2268541442458 48.72531951486441, 109.94386112878473 52.18099458681057, 111.91482848463743 55.611660922962194, 114.22243008436389 59.00983455477655, 116.98681056431778 62.36445241872749, 120.38788467771022 65.65852185809183, 124.70339371810343 68.864821231887, 130.3732115514294 71.93773522394491, 138.09853069557948 74.79737748594073, 148.93534771044497 77.30006374380856, 144.91341971660563 78.29320829130485))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((115.1192092525066 77.32664122528143, 110.45678448260013 78.18229550724556, 101.61398597210534 75.21928299238498, 95.65143630975842 72.04509428934061, 91.36896796343335 68.75330793294178, 88.12237525721056 65.39018389106236, 85.54980476171507 61.98051779855126, 83.43645478821776 58.53858386705409, 81.64808866524255 55.07310948230514, 80.09696000135466 51.58971218554885, 78.72343575886259 48.09217717202796, 77.4856013479763 44.583165887562316, 76.3531481622165 41.06462705855488, 75.30353412804601 37.53805257191824, 74.31959827495905 34.00463384410096, 73.38797822222155 30.465364523610546, 72.4980408144625 26.921108451330003, 71.64114031520855 23.372645488898552, 70.81009065081987 19.82070271301766, 70.17238205649176 17.03293186836033, 71.49255273439388 16.75098517452103, 72.80859036485168 16.46070711186114, 73.48798801412715 19.244861144230196, 74.3837226151278 22.790976949655303, 75.31947075482627 26.33203372446951, 76.30411480216415 29.867007544802387, 77.34846014808825 33.39473886800962, 78.46588629155887 36.913877393968384, 79.67325588473841 40.42280247681957, 80.99221121426294 43.91950688136005, 82.4510646120584 47.401423841198515, 84.08760552762999 50.86516620757841, 85.95345674890483 54.306113816747214, 88.12084609103358 57.717758115473345, 90.69359118722305 61.090610033374986, 93.8253598526344 64.41031205355794, 97.75067549004956 67.65424024388186, 102.83780711604375 70.7851328849655, 109.67468050514377 73.73877728908602, 119.17773534393342 76.4004148798936, 115.1192092525066 77.32664122528143))",Sentinel 2A
2023-09-09,2023-09-09,"POLYGON ((63.41543995965439 -19.10052797691978, 62.0733188247508 -18.805960189706386, 61.8221262415197 -19.817296618989932, 63.17291630212045 -20.11299087638316, 64.52893990900508 -20.398406812601337, 64.76246595951288 -19.38538161750912, 63.41543995965439 -19.10052797691978))",Sentinel 2A
