time_start,time_end,geometry,satellite
2023-09-10,2023-09-10,"POLYGON ((-114.53838 48.95754, -119.09385 31.08351, -119.83372 27.7314, -122.35139 28.13956, -121.69775 31.48598, -117.94438 49.34836, -114.53838 48.95754))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((54.55179 -24.54668, 54.02146 -22.56072, 56.3958 -21.99992, 56.95935 -23.97583, 54.55179 -24.54668))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((53.37977 -20.07532, 51.76392 -13.43349, 54.02849 -12.91245, 55.7175 -19.52632, 53.37977 -20.07532))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((42.26608 31.06162, 38.913 44.75343, 37.29822 50.28089, 40.79833 50.67292, 42.06054 45.14297, 44.8693 31.46413, 42.26608 31.06162))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((33.63273 60.14216, 32.43294 62.64264, 22.12341 74.97017, 30.67865 75.60989, 37.30034 63.0772, 38.12665 60.56173, 33.63273 60.14216))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((32.2234 -32.61661, 29.47425 -23.08535, 29.20249 -22.05195, 31.5689 -21.49363, 31.85701 -22.52196, 34.80709 -31.99759, 32.2234 -32.61661))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((18.09382 28.74509, 17.53853 31.24821, 12.92409 49.27211, 5.13727 67.08768, 0.9097 72.13754, 8.17118 72.69709, 10.87647 67.5631, 16.35173 49.66319, 20.14698 31.65043, 20.63601 29.15145, 18.09382 28.74509))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((-178.64495 -16.28599, -179.29723 -18.9419, -181.61988 -18.39805, -180.93664 -15.75354, -178.64495 -16.28599))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((176.01932 -35.28319, 171.20246 -47.32743, 168.06296 -46.56966, 173.36077 -34.64503, 176.01932 -35.28319))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((-1.57568 4.75231, -4.24584 17.69028, -5.80158 25.09525, -3.34222 25.50835, -1.91199 18.1191, 0.64814 5.21394, -1.57568 4.75231))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((-6.74096 29.42249, -8.19167 35.79165, -13.22812 53.77908, -16.04905 60.82, -11.46045 61.2432, -9.44194 54.17659, -5.44006 36.1875, -4.18164 29.82769, -6.74096 29.42249))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((-16.7598 62.29025, -20.52733 68.46037, -14.44495 68.95357, -11.94927 62.72241, -16.7598 62.29025))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((178.66172 66.13395, 176.79934 62.88076, 171.89248 63.31698, 173.13732 66.59864, 178.66172 66.13395))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((155.67969 -20.28055, 150.82677 -36.7636, 147.91695 -44.26709, 144.92573 -43.54621, 148.12237 -36.11388, 153.33927 -19.73065, 155.67969 -20.28055))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((153.96856 66.12221, 150.12807 58.61763, 145.8313 59.03008, 148.44669 66.58678, 153.96856 66.12221))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((145.56341 44.94392, 144.59741 41.30179, 141.62349 41.69255, 142.40525 45.33344, 145.56341 44.94392))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((135.52889 -0.49406, 134.50018 -5.27978, 130.60748 -21.78403, 128.24529 -21.22705, 132.28145 -4.78783, 133.31607 -0.0172, 135.52889 -0.49406))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((-58.81436 40.9037, -59.85805 44.85624, -63.43931 56.09024, -59.42872 56.49364, -56.70485 45.24578, -55.85871 41.29471, -58.81436 40.9037))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((111.61266 3.1633, 108.95312 -9.17125, 106.71829 -8.66603, 109.39414 3.62941, 111.61266 3.1633))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((-67.78108 -28.45163, -69.29586 -22.98247, -72.63221 -9.21409, -70.39706 -8.70869, -66.91476 -22.41958, -65.29709 -27.85911, -67.78108 -28.45163))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((-76.05539 6.79051, -77.383 13.23337, -81.22752 31.35154, -85.84263 49.35045, -82.4095 49.74159, -78.61616 31.75359, -75.10131 13.67276, -73.82231 7.24654, -76.05539 6.79051))",Sentinel 1
2023-09-10,2023-09-10,"POLYGON ((96.14004 44.75464, 94.88541 39.95784, 90.80097 21.876, 90.16454 18.83088, 87.81466 19.25713, 88.40261 22.29563, 91.97139 40.34953, 92.99233 45.14417, 96.14004 44.75464))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-102.15293 13.64245, -103.01017 17.79391, -106.95893 35.89483, -108.27656 41.25903, -105.30472 41.64982, -104.20369 36.29056, -100.67491 18.22249, -99.8671 14.08083, -102.15293 13.64245))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((71.8651 46.23102, 69.10013 35.4208, 66.49014 23.65138, 64.05943 24.06735, 66.36135 35.8171, 68.63313 46.62061, 71.8651 46.23102))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((57.09268 -19.66518, 56.06088 -23.64122, 53.66906 -23.07508, 54.76061 -19.11808, 57.09268 -19.66518))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((50.50996 56.43746, 47.95959 48.90346, 43.39328 30.96219, 40.79275 31.36485, 44.5573 49.29424, 46.46264 56.8419, 50.50996 56.43746))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((41.13555 20.47368, 39.53846 12.75703, 37.68719 3.79436, 35.46679 4.25867, 37.26142 13.19759, 38.76058 20.89631, 41.13555 20.47368))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((34.88787 -9.20732, 33.10253 -16.85617, 30.80467 -16.32134, 32.65285 -8.70197, 34.88787 -9.20732))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((36.86793 73.44834, 28.37758 62.2782, 21.98179 44.38392, 18.29897 29.1208, 15.74728 29.52652, 18.85424 44.7735, 23.5688 62.71026, 29.06106 74.04081, 36.86793 73.44834))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((15.23763 14.62614, 13.91341 8.19486, 13.44963 5.95116, 11.22075 6.40947, 11.6723 8.64712, 12.94135 15.06214, 15.23763 14.62614))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((12.65027 2.11427, 10.3488 -8.55334, 8.11722 -8.05029, 10.4343 2.5834, 12.65027 2.11427))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((174.88401 51.04746, 174.34322 52.69526, 178.03448 53.09068, 178.44197 51.44039, 174.88401 51.04746))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((171.2641 60.5755, 167.86851 66.76373, 173.53269 67.23537, 175.81804 60.99735, 171.2641 60.5755))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((27.24352 80.58542, 15.94715 76.10071, 6.73426 76.78364, 14.05873 81.56902, 27.24352 80.58542))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((10.41655 71.84852, 1.6775 57.80317, -3.88327 39.85482, -6.82541 27.11199, -9.32868 27.52128, -6.79287 40.24658, -2.5219 58.21235, 3.26469 72.40156, 10.41655 71.84852))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((173.52169 -42.32524, 171.26583 -36.29559, 170.76283 -34.80945, 173.40753 -34.17477, 173.95556 -35.64953, 176.42918 -41.62503, 173.52169 -42.32524))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((165.99488 -17.96505, 165.19182 -14.64338, 167.4672 -14.11758, 168.30561 -17.42544, 165.99488 -17.96505))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((147.57343 58.29471, 140.47488 70.32301, 147.09974 70.84583, 151.83081 58.70584, 147.57343 58.29471))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-18.35837 66.85077, -20.65048 62.94971, -25.56884 63.38643, -24.04268 67.32338, -18.35837 66.85077))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-27.03058 45.68735, -29.66696 35.3176, -30.10724 33.41948, -32.78023 33.81845, -32.40219 35.71403, -30.23077 46.07687, -27.03058 45.68735))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-37.1124 0.25552, -37.36335 -0.9285, -41.48992 -19.02701, -42.43108 -22.69579, -44.80743 -22.13438, -43.81366 -18.48278, -39.57607 -0.45032, -39.32566 0.73013, -37.1124 0.25552))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((139.53834 -10.47359, 137.49163 -1.14383, 139.70442 -0.66497, 141.78096 -9.96367, 139.53834 -10.47359))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((128.23705 41.48439, 127.35864 44.79537, 130.50847 45.18491, 131.21932 41.87504, 128.23705 41.48439))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((124.51047 54.03591, 123.28241 57.32241, 127.42658 57.72984, 128.32005 54.43398, 124.51047 54.03591))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-58.7926 14.75683, -59.22573 12.65335, -60.51135 6.41559, -62.74248 6.87263, -61.50179 13.09417, -61.09033 15.19252, -58.7926 14.75683))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-60.92671 4.41361, -63.03075 -5.4869, -64.16708 -10.58688, -66.41033 -10.07658, -65.25008 -4.99427, -63.14922 4.87618, -60.92671 4.41361))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-65.53106 -16.4058, -67.34552 -23.55823, -72.82933 -40.79664, -75.67566 -40.1116, -69.73595 -22.99251, -67.82402 -15.87285, -65.53106 -16.4058))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((121.27491 -34.45758, 120.95373 -33.47229, 123.56048 -32.84732, 123.90939 -33.82551, 121.27491 -34.45758))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((114.73663 -9.96237, 114.57705 -9.25525, 113.99316 -6.63201, 116.21641 -6.13553, 116.81243 -8.74971, 116.97608 -9.4543, 114.73663 -9.96237))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((108.82231 18.05052, 106.92939 27.00921, 104.89635 36.0236, 107.65616 36.41917, 109.43025 27.41869, 111.1611 18.47852, 108.82231 18.05052))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-81.63941 23.57931, -82.34041 20.24686, -84.71177 20.66998, -84.06874 23.99543, -81.63941 23.57931))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-83.17111 16.24569, -84.75158 8.5724, -86.99508 9.02366, -85.48629 16.67785, -83.17111 16.24569))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((82.87595 24.06168, 81.2403 31.55819, 77.28179 47.29912, 80.5788 47.68903, 83.85754 31.95992, 85.31455 24.47683, 82.87595 24.06168))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-98.76207 53.24211, -102.65189 39.75178, -106.72827 21.66888, -107.41045 18.40124, -109.75417 18.82845, -109.12306 22.08895, -105.55708 40.14363, -102.50059 53.63852, -98.76207 53.24211))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((58.99483 20.2416, 55.50655 36.10119, 52.54458 47.47621, 55.85275 47.86618, 58.26911 36.49667, 61.36609 20.66473, 58.99483 20.2416))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((44.21758 -24.36764, 43.25951 -20.72469, 45.60629 -20.17268, 46.62198 -23.79773, 44.21758 -24.36764))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((39.7087 -5.59633, 37.65102 4.07469, 39.87239 4.53822, 41.92843 -5.10332, 39.7087 -5.59633))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((33.53481 23.91912, 29.7105 40.63708, 26.20488 52.76658, 29.90219 53.16212, 32.65419 41.02828, 35.97064 24.33456, 33.53481 23.91912))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((25.63431 54.4124, 24.02719 58.577, 13.69775 73.56712, 21.55801 74.16292, 28.31882 58.9893, 29.47886 54.81132, 25.63431 54.4124))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-139.12224 70.33976, -142.00167 66.52462, -146.22813 58.31182, -150.48772 58.723, -147.612 66.99354, -145.75266 70.86283, -139.12224 70.33976))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-155.95064 22.3772, -156.50941 19.71082, -158.87242 20.13511, -158.35781 22.79579, -155.95064 22.3772))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((23.29357 -36.70554, 20.31531 -27.19556, 19.66338 -24.85192, 22.07636 -24.27947, 22.77303 -26.61031, 25.99627 -36.05622, 23.29357 -36.70554))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((13.48617 1.58456, 11.94926 8.98238, 8.16413 27.11265, 7.84162 28.59239, 10.38003 28.99903, 10.66737 27.52194, 14.19551 9.43257, 15.70118 2.05525, 13.48617 1.58456))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((7.58515 29.75681, 3.82847 45.16465, -2.74847 63.04807, -3.67709 64.7357, 1.56179 65.18681, 2.18625 63.48552, 6.99882 45.55417, 10.15314 30.16145, 7.58515 29.75681))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-164.23239 69.84658, -169.20937 62.07529, -170.43121 59.44701, -174.83275 59.86315, -173.98609 62.50602, -170.70916 70.36109, -164.23239 69.84658))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-172.99909 52.71256, -173.5402 51.06478, -177.09964 51.45772, -176.69195 53.108, -172.99909 52.71256))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-11.02651 0.76265, -13.6756 13.54437, -15.87713 24.10976, -13.43758 24.52481, -11.39079 13.983, -8.81268 1.23577, -11.02651 0.76265))",Sentinel 1
2023-09-11,2023-09-11,"POLYGON ((-15.98353 24.60934, -17.52582 31.66151, -19.06506 38.24071, -16.22208 38.63389, -14.90562 32.06308, -13.53408 25.0234, -15.98353 24.60934))",Sentinel 1
2023-09-08,2023-09-08,"POLYGON ((167.38029865881367 71.47519023220323, 163.66488181201467 72.07202672503844, 159.37165042717177 68.78098410022778, 156.11822113844667 65.41833009343225, 153.54108659190814 62.00898126136607, 151.4245605708556 58.56727361019154, 149.63390769073018 55.10196827540761, 148.08107670020163 51.618703045653355, 146.70625039136075 48.12127477741371, 145.46743055410658 44.61234966087545, 144.79450726498777 42.55897194121622, 146.50121090253262 42.24618565926971, 148.18995770022542 41.90844722195113, 148.97572825638343 43.94848884137332, 150.43588359348624 47.430270486095104, 152.07410541965723 50.8938434319764, 153.9421339559942 54.33457703723616, 156.1124070776054 57.74594345750379, 158.68907415187917 61.118421805096816, 161.8263238354452 64.4376027610719, 165.75953396390688 67.68077273593738, 170.85839215928962 70.81050817913402, 167.38029865881367 71.47519023220323))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((142.26365516707054 28.08570091432686, 140.8304536286263 28.37464484188234, 139.96095051969917 24.827816203690634, 139.8524225778753 24.375781751683856, 141.23736922955914 24.09016868555109, 142.61577685383284 23.792192491199994, 142.73405737177404 24.243317643910146, 143.68867983043708 27.782011199602643, 142.26365516707054 28.08570091432686))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((137.95324725786224 10.149866126320886, 136.66893608310272 10.430628882324934, 136.20918850326632 8.34463863265597, 137.48611160683149 8.063902060625564, 138.76116860277645 7.7792370702912566, 139.23518385911606 9.864141830662088, 137.95324725786224 10.149866126320886))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((135.74564023441036 0.1900531390790286, 134.48069219620407 0.4720430773083582, 133.69434610951683 -3.0859989029771704, 132.89918350518437 -6.642443005908313, 132.09088315839787 -10.196573808866063, 131.26478472057514 -13.747654923708673, 130.4157316433065 -17.29492171347507, 129.53788246125015 -20.837570627712815, 128.62447551720211 -24.374743780316972, 127.66752658571832 -27.905506952337003, 126.65743024232522 -31.428818082663728, 126.20844232435127 -32.92637821214814, 127.7266206523506 -33.24342792628141, 129.2558779559941 -33.54196907991423, 129.65380988699636 -32.03900376065668, 130.557412993505 -28.50468450566727, 131.42478958491128 -24.964947034896074, 132.26362933799473 -21.420500194741546, 133.08041240995078 -17.872018381982684, 133.8807307783194 -14.320158639003765, 134.66953369894932 -10.765572228195795, 135.45132159656018 -7.20891257360794, 136.2303055544408 -3.6508406869329795, 137.0105450272303 -0.0920289937158636, 135.74564023441036 0.1900531390790286))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((158.695520187651 77.50564622253573, 154.0140033023185 78.37361393687975, 144.9072228317551 75.43070357713235, 138.79412564258487 72.26722528061214, 134.4214111683968 68.98168185184659, 131.11758066691417 65.62249493984503, 128.50684718065872 62.21548127633406, 126.36696822153357 58.775435866825205, 124.55951804412835 55.3113700724528, 122.9942718819303 51.82906507054692, 121.61007136949651 48.3324041260941, 120.36402890815563 44.82410949093232, 119.2251543393724 41.30617139965516, 118.17045365160615 37.78010753133266, 117.18247284999651 34.247124873521905, 116.24762771708404 30.708228188145327, 115.35512452211417 27.16428855995255, 114.4962000069194 23.616090516819213, 113.66358157105596 20.064363981485528, 112.85109400787378 16.509806155162167, 112.05336515031846 12.953096461839609, 111.26559872634974 9.394906639099721, 110.48339274898015 5.835907690057349, 109.70258551564773 2.2767749171584954, 108.91912961306025 -1.281809234563444, 108.12896294724568 -4.839152015433021, 107.37620140866287 -8.18188397897018, 108.65637535214378 -8.467685487444296, 109.93852479661246 -8.74933394432533, 110.67162777573223 -5.404687095753941, 111.45074557291602 -1.8461551624750825, 112.23315974102037 1.7127701831979152, 113.02293813577147 5.271393390150112, 113.82430573175112 8.828999469109444, 114.64177903967432 12.384849687459944, 115.4803165551176 15.938175212893139, 116.34549376166774 19.48816801304738, 117.24372088218479 23.03396744729342, 118.18252026807055 26.57464107386984, 119.17088934480398 30.109157054141907, 120.2197868636593 33.63634471320063, 121.34279864152481 37.15483808232487, 122.55706835063079 40.66299419750626, 123.88461585144688 44.15877470342764, 125.35430420692374 47.63956618166619, 127.00472869892481 51.10191050790044, 128.8886660526396 54.54108305087739, 131.08009387042532 57.950412620540185, 133.68555738786054 61.32014866139963, 136.86308964595977 64.63549867804505, 140.8543791747196 67.87308502530956, 146.03958911416333 70.9942840835027, 153.02573772735826 73.93233843583678, 162.75459257670778 76.56774951631967, 158.695520187651 77.50564622253573))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((136.68889238566612 78.16590607099049, 131.96136840534683 79.08301213215506, 126.02762324523984 77.623992186751, 130.62308269000698 76.80222596765408, 134.66618476898748 75.90848745776663, 140.72207658302924 77.18214890391177, 136.68889238566612 78.16590607099049))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((124.62557228361116 74.95363821133029, 120.33064443166285 75.67702203876317, 114.03400508388646 72.52664380466052, 109.55173488961849 69.24868730510434, 106.17870144561905 65.89425921071302, 103.52198654893904 62.49043707748535, 101.35023471842126 59.05265547258463, 99.51990968755759 55.5902728627103, 97.93777381711644 52.109269713624094, 96.54081197333846 48.61364896237186, 95.28494739613129 45.10620730980792, 94.13840891320021 41.58898215992364, 93.07765720098381 38.063522755930876, 92.08486294653838 34.53105646524779, 91.14618025836805 30.992601136286307, 90.250622964239 27.44903661344012, 89.38928704831811 23.90115304062614, 88.6702299246626 20.846960276335274, 90.02048673638262 20.563460980001974, 91.36543898794261 20.269583288789374, 92.14267471882272 23.31848829556359, 93.08510002065098 26.85870710360373, 94.07789517538468 30.392680006241054, 95.13220243297043 33.91922299612091, 96.26185466216698 37.43695127504787, 97.48432976188919 40.94419528423486, 98.82211469243029 44.43887811435846, 100.30473650617512 47.9183295986331, 101.97173535219252 51.379008317601404, 103.87728763438523 54.81606288060805, 106.09749140434936 58.22262461277516, 108.74219643614055 61.58862537217183, 111.97473541291866 64.89874285314718, 116.0455091302241 68.12867841774951, 121.34913846042232 71.23813930121925, 128.51570494482203 74.15724427728263, 124.62557228361116 74.95363821133029))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((76.30222080647351 -36.87416843807876, 74.71545652748347 -36.54817865901728, 74.09795371515489 -38.39046521992206, 75.72437341792289 -38.721712079297006, 77.36583493480556 -39.030297565332226, 77.90253504114408 -37.17895983706367, 76.30222080647351 -36.87416843807876))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((72.11602870686144 -48.640981493221474, 70.20533504970679 -48.27003017417887, 69.1396659313713 -50.49942247259142, 71.13616641821119 -50.8830508418455, 73.16489778397917 -51.232172783317594, 74.0543532875306 -48.97996791421534, 72.11602870686144 -48.640981493221474))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((112.26776034447126 78.3083774268612, 107.53697367095948 79.23692978300522, 97.05518955551273 76.40105292752978, 90.16221792598193 73.29357945270323, 85.32717570925446 70.04012816467116, 81.7332745118473 66.70088790714786, 78.93091954774441 63.30715005011938, 76.6588480464368 59.87646153359964, 74.7568942568238 56.41931574380744, 73.12209232809886 52.94233925901674, 71.68547233139026 49.44992046270508, 70.399166017836 45.945094678607965, 69.228904780212 42.4300511218142, 68.14947225316521 38.906436616092456, 67.14184318228932 35.37554446779216, 66.19132107256011 31.838435903379178, 65.28633535875181 28.29601757961423, 64.41754194941052 24.749097579431762, 64.22976717211299 23.965287817618282, 65.61032013008676 23.679957398520404, 66.98448661196461 23.382499839771295, 67.18893307009466 24.164759338431352, 68.14249652801934 27.703585197152183, 69.14888760638453 31.23589704244229, 70.21982074451168 34.76046900343375, 71.3698901384955 38.275857717388746, 72.61763634020737 41.780308874815404, 73.98702296481176 45.271622835912204, 75.50964128657058 48.74695180993954, 77.22803032531392 52.202489038188595, 79.20080974471092 55.632978894098144, 81.51083904406656 59.03091999422269, 84.27855448931697 62.38522099701923, 87.68434210115824 65.67884153294052, 92.00672183492448 68.88447603446923, 97.68689148898832 71.95634874962465, 105.42796748796297 74.81429617393177, 116.28817999829164 77.31410199413712, 112.26776034447126 78.3083774268612))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((58.52612198742898 -7.484061742470489, 57.249191440426756 -7.198827965640198, 56.43842431080877 -10.752530795703944, 56.43260728176265 -10.77775172196406, 57.72329499336165 -11.065234287273162, 59.01660728251772 -11.347254344418602, 59.022186910835224 -11.322011053649597, 59.80478958055573 -7.765632475274872, 58.52612198742898 -7.484061742470489))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((55.55926461260409 -20.367059588863942, 54.206212561939964 -20.07107299618853, 53.89759226491654 -21.294716539411837, 55.26201488215147 -21.592166248262583, 56.63217333044528 -21.878498978946617, 56.91763455694167 -20.65262500284999, 55.55926461260409 -20.367059588863942))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((103.60238312349809 80.42583109565014, 99.58503898064514 81.57305471383579, 82.70055769787332 79.3044029497512, 72.09648078787416 76.47825246660874, 65.13433546305531 73.37579433237103, 60.25871723398543 70.12516782903317, 56.639607269442735 66.78765986753109, 53.820736585573115 63.39506261134412, 51.53734962980181 59.965170834976476, 49.62735205060082 56.50860993791, 47.98665697903078 53.03208110847995, 46.545612161973956 49.54001699408794, 45.25590593292508 46.03548098526023, 44.08298594843889 42.520679401639526, 43.00146015758411 38.997269114411445, 41.99217246071889 35.466550761923386, 41.0403433759206 31.929589921091004, 40.13431661453071 28.38729749976171, 39.26469882701292 24.84048360417783, 38.42375391219759 21.28989408846041, 37.60496562586117 17.736235431647035, 36.80271335249692 14.180191840308998, 36.01202463396105 10.622436773944639, 35.22837561088879 7.0636413022420435, 34.447543750217406 3.504478340955373, 33.66545786226295 -0.0543727401979942, 32.87807219680407 -3.6122229026396733, 32.081246065078965 -7.168370481642918, 31.270617084232242 -10.722097282206496, 30.441462013323186 -14.27266328668212, 29.58853580275218 -17.81929883831639, 28.705877021928476 -21.361193444167572, 27.786564123079888 -24.897479494687154, 26.822400936863815 -28.42720901954007, 25.803509439130718 -31.949320484312754, 24.963326199791652 -34.68968135063248, 26.513429244931235 -35.01086953642278, 28.075746178010156 -35.31226849941487, 28.817218053500014 -32.56133172205079, 29.726914770980038 -29.02787722083219, 30.599136322847034 -25.488895629837533, 31.441767894281057 -21.94510239174899, 32.26144615531732 -18.39717581869192, 33.06387754721155 -14.845774689727502, 33.85409320380384 -11.291550558398654, 34.63664924962814 -7.735156168524287, 35.41579051386479 -4.17725111483483, 36.19559077021616 -0.618505960686771, 36.980079755402926 2.940394641344463, 37.77336544320138 6.498748864184511, 38.57975945523328 10.055834092428146, 39.40391208492971 13.610902030672623, 40.250972115019664 17.163171541654762, 41.12677579005821 20.711818224801384, 42.03808191281548 24.25595920791443, 42.992875331522974 27.794631416404027, 44.00076738187802 31.32676030941295, 45.07353651504231 34.85111532511145, 46.225873837851196 38.366245773706055, 47.47643315101321 41.87038790096858, 48.84934208473528 45.36132824121648, 50.376416007671594 48.836199725375224, 52.10053308418543 52.29116574417808, 54.08082484713041 55.720924003964896, 56.40092214025807 59.11790071270805, 59.182473593701694 62.470886888435786, 62.60782517941112 65.7626435462454, 66.95873594448634 68.96551552662521, 72.68176538014885 72.03308510024489, 80.4883345338928 74.88397606996026, 91.44566759917686 77.37178496054388, 106.75461819948298 79.24266843306422, 103.60238312349809 80.42583109565014))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((102.01048808971629 81.46044354616407, 101.29109907821942 82.76427400498615, 75.75678267474522 81.68658861710674, 58.373872830422194 79.46850803492103, 47.462222237411495 76.66695842508103, 40.60031457918805 73.72449482508775, 44.57274686569115 73.0766309617644, 48.244583455659274 72.3579673381709, 55.89965601984722 75.053976528941, 67.09889847618737 77.51165619257381, 82.70773866679876 79.33213276777427, 102.54029546550589 80.15604735066454, 102.01048808971629 81.46044354616407))",Sentinel 2A
2023-09-08,2023-09-08,"POLYGON ((40.18058576293084 70.67809002157762, 36.584365357350684 71.25304303220011, 32.59911667063835 67.94074087711508, 29.54257905507259 64.56453671095291, 27.097606157213132 61.145977614053415, 25.073463004273236 57.69766285761171, 23.349569591004435 54.22739811116811, 21.846305883438284 50.74026672152117, 20.509102821919406 47.23972929643914, 19.299344810798676 43.72824188096564, 18.1888778573348 40.20762482642887, 17.156651965616774 36.679284915819466, 16.186552119095555 33.14435762285949, 15.265963241134042 29.60379974977496, 14.384794164865243 26.058451145718955, 13.534796355458338 22.509076412747618, 12.709076211434455 18.956393267431643, 11.901736865496984 15.401092027934979, 11.107602575290288 11.843849161456669, 10.322022276276135 8.285335418746154, 9.540688137244588 4.726222399944836, 8.759488571311563 1.1671870655964518, 7.974382186798238 -2.3910851323078344, 7.759598903990395 -3.358831079390888, 9.027604060278422 -3.6421850484259948, 10.296442473514007 -3.9237671530297322, 10.508368702301604 -2.9557104920978823, 11.289323007405862 0.6031659908712318, 12.076360856966689 4.161959106102415, 12.8736456072774 7.719960341144141, 13.685589540176148 11.276438937463732, 14.516995768584055 14.830636245702918, 15.373223958384031 18.381757644354565, 16.260397905645465 21.928960687194998, 17.18565888050759 25.47133783004506, 18.15749889575307 29.007891850694012, 19.186203504887256 32.53750051612683, 20.284454058945666 36.05886615666764, 21.46816425672135 39.570442943087535, 22.757666993799262 43.07033097435411, 24.17943548283553 46.55611962812145, 25.768637580400245 50.02465083891334, 27.57300779597617 53.47165444415998, 29.65894730095357 56.891161240824886, 32.12126298582996 60.27454142922553, 35.099253299619576 63.60885969570845, 38.80393505762385 66.87394060283594, 43.564558476583976 70.03691936033613, 40.18058576293084 70.67809002157762))",Sentinel 2A
